 ,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,Marital Status,education,House Loan,Other Loan,contact,Previous Outcome,Loan Default,Customer Code
3474,Eddie Green,Male,45.0,California,White Collar,2017-12-01,59999.42,married,tertiary,yes,yes,telephone,unknown,no,A03474
3475,Trevor Jones,Female,33.0,California,White Collar,2017-12-01,18725.67,married,secondary,no,no,unknown,unknown,no,A03475
3476,Nellie Joseph,Female,42.0,Nevada,Other,2017-12-01,13451.12,single,secondary,no,no,cellular,unknown,no,A03476
3477,Lynette Brewer,Female,46.0,Nevada,Other,2017-12-01,41619.73,married,secondary,yes,no,unknown,unknown,no,A03477
3478,Allan Ramos,Male,43.0,Nevada,Blue Collar,2017-12-01,80206.36,married,unknown,yes,no,cellular,unknown,no,A03478
3479,Herman Williams,Female,24.0,Wyoming,White Collar,2017-12-01,26341.09,married,primary,yes,no,unknown,unknown,no,A03479
3480,Ivan Adkins,Male,44.0,Wyoming,White Collar,2017-12-01,154333.4,single,tertiary,yes,no,unknown,unknown,no,A03480
3481,Guillermo Potter,Female,28.0,California,White Collar,2017-12-02,155267.61,married,secondary,yes,no,unknown,unknown,no,A03481
3482,Bernadette Page,Female,34.0,California,White Collar,2017-12-02,89657.88,married,secondary,yes,no,cellular,failure,no,A03482
3483,Ernest Davis,Female,42.0,California,White Collar,2017-12-02,36567.18,married,secondary,yes,no,cellular,unknown,no,A03483
3484,Trevor Jones,Female,33.0,California,White Collar,2017-12-02,30621.21,married,tertiary,no,no,telephone,other,no,A03484
3485,Charlie Wood,Male,21.0,California,White Collar,2017-12-02,52323.85,married,secondary,yes,yes,cellular,failure,no,A03485
3486,Isabel Cross,Female,40.0,California,White Collar,2017-12-02,71788.09,single,tertiary,yes,yes,cellular,unknown,no,A03486
3487,Lee Mack,Female,44.0,California,Other,2017-12-02,16598.46,married,primary,no,no,telephone,unknown,no,A03487
3488,Ruben Nunez,Female,44.0,California,Other,2017-12-02,106436.58,married,unknown,yes,no,telephone,other,no,A03488
3489,Shari Silva,Male,33.0,California,White Collar,2017-12-02,11331.54,married,tertiary,no,no,cellular,unknown,no,A03489
3490,Colleen Warren,Male,29.0,California,Blue Collar,2017-12-02,62533.55,married,secondary,yes,yes,unknown,unknown,no,A03490
3491,Willie Vega,Male,37.0,California,Blue Collar,2017-12-02,34378.28,single,tertiary,no,no,cellular,unknown,no,A03491
3492,Rachel Gomez,Male,57.0,Nevada,Other,2017-12-02,130370.15,married,tertiary,no,no,telephone,unknown,yes,A03492
3493,Eddie Green,Female,53.0,Nevada,White Collar,2017-12-02,12406.43,married,secondary,yes,no,unknown,unknown,no,A03493
3494,Bethany Pena,Male,48.0,Nevada,Blue Collar,2017-12-02,8511.64,single,tertiary,yes,yes,cellular,failure,no,A03494
3495,Sonya Mullins,Male,54.0,Nevada,Other,2017-12-02,51735.84,married,primary,no,no,cellular,unknown,no,A03495
3496,Billie Chandler,Male,43.0,Nevada,Blue Collar,2017-12-02,45097.19,married,primary,no,no,telephone,unknown,no,A03496
3497,Elaine Ellis,Female,30.0,Wyoming,Blue Collar,2017-12-02,142.19,single,tertiary,no,yes,cellular,unknown,no,A03497
3498,Christy Olson,Female,36.0,California,White Collar,2017-12-03,931.46,married,secondary,yes,no,unknown,unknown,no,A03498
3499,Paulette Spencer,Female,34.0,California,Other,2017-12-03,58268.27,divorced,secondary,no,no,cellular,success,yes,A03499
3500,Charlie Wood,Male,29.0,California,White Collar,2017-12-03,202305.37,single,tertiary,yes,no,cellular,unknown,no,A03500
3501,Ruben Nunez,Male,34.0,California,Other,2017-12-03,199447.03,married,secondary,no,no,cellular,unknown,no,A03501
3502,Christina Fuller,Female,49.0,California,White Collar,2017-12-03,108376.94,married,tertiary,no,no,cellular,unknown,no,A03502
3503,Sonya Mullins,Female,48.0,California,White Collar,2017-12-03,52849.79,divorced,tertiary,yes,no,cellular,other,yes,A03503
3504,Woodrow Colon,Female,29.0,California,White Collar,2017-12-03,79975.64,single,secondary,no,yes,cellular,unknown,no,A03504
3505,Nellie Joseph,Male,31.0,California,White Collar,2017-12-03,1371.58,married,tertiary,no,no,cellular,unknown,no,A03505
3506,Lorraine Gibson,Female,41.0,California,White Collar,2017-12-03,181479.04,married,tertiary,yes,no,unknown,unknown,no,A03506
3507,Sylvester Morales,Male,29.0,California,White Collar,2017-12-03,75548.96,married,tertiary,no,yes,cellular,unknown,no,A03507
3508,Andrew Meyer,Female,42.0,California,Blue Collar,2017-12-03,50771.55,married,secondary,yes,no,unknown,unknown,no,A03508
3509,Charlie Wood,Female,40.0,California,White Collar,2017-12-03,27967.43,married,secondary,no,no,unknown,unknown,no,A03509
3510,Herman Williams,Male,18.0,California,Other,2017-12-03,27210.33,divorced,secondary,yes,yes,cellular,unknown,no,A03510
3511,Elbert Klein,Female,40.0,California,White Collar,2017-12-03,70560.66,married,secondary,no,no,cellular,unknown,yes,A03511
3512,Shari Silva,Male,33.0,California,Blue Collar,2017-12-03,73076.16,single,tertiary,no,no,cellular,unknown,no,A03512
3513,Mable Lindsey,Female,32.0,California,White Collar,2017-12-03,47961.28,single,tertiary,no,no,cellular,unknown,no,A03513
3514,Jenny Garcia,Male,31.0,California,Other,2017-12-03,77243.42,married,unknown,no,no,telephone,unknown,no,A03514
3515,Andrew Meyer,Male,25.0,California,Blue Collar,2017-12-03,3052.28,married,secondary,yes,no,unknown,unknown,no,A03515
3516,Drew Rogers,Male,34.0,California,White Collar,2017-12-03,64730.93,single,tertiary,no,no,cellular,unknown,no,A03516
3517,Tiffany May,Male,33.0,California,White Collar,2017-12-03,13678.88,divorced,primary,yes,no,unknown,unknown,no,A03517
3518,Cassandra Franklin,Female,28.0,California,White Collar,2017-12-03,55002.45,married,tertiary,yes,no,cellular,unknown,no,A03518
3519,Isabel Cross,Female,25.0,California,White Collar,2017-12-03,84482.19,married,secondary,yes,no,cellular,failure,no,A03519
3520,Brooke Horton,Female,28.0,California,Blue Collar,2017-12-03,47578.69,married,secondary,no,no,telephone,success,no,A03520
3521,Trevor Jones,Male,51.0,Nevada,Blue Collar,2017-12-03,12151.03,single,tertiary,yes,no,cellular,failure,no,A03521
3522,Ruben Nunez,Male,52.0,Nevada,White Collar,2017-12-03,157925.07,married,tertiary,yes,no,unknown,unknown,no,A03522
3523,Rachel Gomez,Male,47.0,Nevada,Blue Collar,2017-12-03,8238.36,married,secondary,yes,no,cellular,unknown,no,A03523
3524,Ellen Weaver,Male,42.0,Nevada,Other,2017-12-03,53279.18,married,secondary,yes,yes,cellular,other,no,A03524
3525,Lance Yates,Male,54.0,Nevada,Blue Collar,2017-12-03,2197.88,married,secondary,no,yes,cellular,unknown,no,A03525
3526,Andrew Meyer,Female,52.0,Nevada,Other,2017-12-03,92389.0,single,secondary,yes,no,cellular,unknown,no,A03526
3527,Patty Thompson,Female,53.0,Nevada,Other,2017-12-03,54835.85,married,secondary,yes,no,cellular,unknown,no,A03527
3528,Della Jensen,Female,41.0,Nevada,Other,2017-12-03,15630.39,divorced,secondary,yes,no,cellular,failure,yes,A03528
3529,Blake Bridges,Female,32.0,Nevada,Other,2017-12-03,56596.79,divorced,tertiary,yes,no,cellular,other,no,A03529
3530,Charlie Wood,Male,27.0,Nevada,Blue Collar,2017-12-03,109489.72,single,tertiary,no,no,cellular,unknown,no,A03530
3531,Woodrow Colon,Male,46.0,Nevada,Blue Collar,2017-12-03,92246.82,married,tertiary,yes,no,cellular,other,no,A03531
3532,Paulette Spencer,Female,47.0,Nevada,Other,2017-12-03,51328.82,divorced,tertiary,no,no,cellular,unknown,no,A03532
3533,Tiffany May,Male,50.0,Nevada,White Collar,2017-12-03,45023.88,married,secondary,yes,no,unknown,unknown,no,A03533
3534,Cindy Becker,Female,18.0,Wyoming,White Collar,2017-12-03,8293.03,single,secondary,no,no,cellular,unknown,no,A03534
3535,Carla Mccormick,Male,38.0,Wyoming,Blue Collar,2017-12-03,72878.33,single,secondary,yes,no,cellular,failure,no,A03535
3536,Della Jensen,Male,30.0,Wyoming,Blue Collar,2017-12-03,63919.42,married,primary,no,no,telephone,unknown,no,A03536
3537,Isabel Cross,Female,40.0,California,Other,2017-12-04,38821.63,married,unknown,yes,no,unknown,unknown,no,A03537
3538,Drew Rogers,Male,37.0,California,White Collar,2017-12-04,12953.25,divorced,secondary,yes,no,unknown,unknown,no,A03538
3539,Dan Peterson,Male,39.0,California,White Collar,2017-12-04,57919.28,single,tertiary,no,no,cellular,unknown,yes,A03539
3540,Kyle Carr,Male,57.0,Nevada,Blue Collar,2017-12-04,7524.67,single,secondary,yes,no,cellular,unknown,no,A03540
3541,Dan Peterson,Male,37.0,Nevada,Other,2017-12-04,91057.67,married,primary,no,no,telephone,unknown,yes,A03541
3542,Brooke Horton,Male,35.0,Nevada,Blue Collar,2017-12-04,55283.76,married,tertiary,no,no,cellular,unknown,no,A03542
3543,Herman Williams,Male,50.0,Nevada,Other,2017-12-04,117898.4,married,secondary,yes,no,unknown,unknown,no,A03543
3544,Christina Fuller,Male,57.0,Nevada,Blue Collar,2017-12-04,68745.22,married,secondary,yes,no,cellular,failure,no,A03544
3545,Felicia Jennings,Female,41.0,Nevada,White Collar,2017-12-04,7211.99,married,primary,no,yes,cellular,unknown,no,A03545
3546,Patty Thompson,Male,56.0,Nevada,Other,2017-12-04,10278.13,married,secondary,yes,yes,unknown,unknown,no,A03546
3547,Nellie Joseph,Male,40.0,Nevada,Blue Collar,2017-12-04,65080.31,single,tertiary,no,no,cellular,unknown,no,A03547
3548,Tracy Reed,Female,51.0,Nevada,Other,2017-12-04,87584.46,single,secondary,yes,no,unknown,unknown,no,A03548
3549,Brooke Horton,Female,44.0,Wyoming,Other,2017-12-04,59679.27,married,secondary,no,no,cellular,failure,no,A03549
3550,Brooke Horton,Female,40.0,California,White Collar,2017-12-05,47970.64,married,primary,no,yes,telephone,unknown,no,A03550
3551,Joey Wong,Female,35.0,California,White Collar,2017-12-05,34682.52,single,primary,yes,no,unknown,unknown,no,A03551
3552,Donna Reid,Female,36.0,California,White Collar,2017-12-05,34404.64,married,secondary,yes,no,unknown,unknown,no,A03552
3553,Woodrow Colon,Male,34.0,California,White Collar,2017-12-05,35438.18,married,secondary,no,no,cellular,unknown,no,A03553
3554,Salvador Bass,Female,32.0,California,Other,2017-12-05,67086.73,married,secondary,yes,no,cellular,unknown,yes,A03554
3555,Johanna Boone,Female,40.0,California,Other,2017-12-05,130199.55,married,secondary,no,no,unknown,unknown,no,A03555
3556,Cassandra Franklin,Female,36.0,California,White Collar,2017-12-05,62486.87,married,secondary,yes,no,unknown,unknown,no,A03556
3557,Eric Rose,Male,20.0,California,White Collar,2017-12-05,77774.52,married,tertiary,no,no,cellular,unknown,yes,A03557
3558,Cindy Becker,Male,34.0,California,White Collar,2017-12-05,374.15,married,tertiary,yes,yes,unknown,unknown,no,A03558
3559,Christina Fuller,Male,37.0,Nevada,Blue Collar,2017-12-05,18655.69,divorced,tertiary,no,no,cellular,unknown,yes,A03559
3560,Woodrow Colon,Female,42.0,Nevada,Other,2017-12-05,120681.46,single,secondary,yes,no,cellular,unknown,no,A03560
3561,Paulette Spencer,Male,30.0,Nevada,White Collar,2017-12-05,46612.0,married,secondary,yes,yes,cellular,unknown,no,A03561
3562,Rachel Gomez,Male,48.0,Nevada,Blue Collar,2017-12-05,17704.21,married,tertiary,no,no,telephone,unknown,no,A03562
3563,Christy Olson,Male,38.0,Nevada,Other,2017-12-05,72802.72,single,tertiary,no,no,cellular,unknown,no,A03563
3564,Ellen Weaver,Female,58.0,Nevada,White Collar,2017-12-05,32870.16,married,primary,no,no,cellular,unknown,no,A03564
3565,Brooke Horton,Male,48.0,Nevada,Other,2017-12-05,32438.3,single,tertiary,no,yes,cellular,unknown,no,A03565
3566,Mable Lindsey,Female,46.0,Nevada,Other,2017-12-05,34099.07,married,secondary,yes,yes,unknown,unknown,no,A03566
3567,Salvador Bass,Male,48.0,Nevada,White Collar,2017-12-05,121686.99,married,secondary,yes,no,cellular,unknown,no,A03567
3568,Rachel Gomez,Female,41.0,Nevada,Other,2017-12-05,13297.87,married,unknown,yes,no,cellular,unknown,no,A03568
3569,Donna Reid,Female,42.0,Wyoming,White Collar,2017-12-05,41029.6,divorced,secondary,yes,no,unknown,unknown,no,A03569
3570,Peter Hodges,Male,31.0,California,Other,2017-12-06,30988.97,married,tertiary,yes,no,cellular,other,no,A03570
3571,Pauline Beck,Female,40.0,California,Other,2017-12-06,109218.97,married,tertiary,no,no,unknown,unknown,no,A03571
3572,Della Jensen,Female,32.0,California,White Collar,2017-12-06,75046.66,married,secondary,no,no,cellular,unknown,no,A03572
3573,Nellie Joseph,Female,22.0,California,Blue Collar,2017-12-06,56575.39,married,secondary,no,no,cellular,unknown,no,A03573
3574,Elvira Bowman,Female,40.0,California,White Collar,2017-12-06,75598.04,divorced,primary,no,yes,cellular,unknown,no,A03574
3575,Edwin Malone,Male,26.0,California,Blue Collar,2017-12-06,24575.48,married,tertiary,no,no,cellular,failure,no,A03575
3576,Shari Silva,Female,27.0,California,White Collar,2017-12-06,20676.84,married,primary,yes,yes,unknown,unknown,no,A03576
3577,Joey Wong,Male,33.0,California,Blue Collar,2017-12-06,53734.49,married,tertiary,yes,no,cellular,other,no,A03577
3578,Christina Fuller,Female,35.0,Nevada,Other,2017-12-06,8801.39,married,tertiary,no,no,cellular,unknown,no,A03578
3579,Mable Lindsey,Male,48.0,Nevada,Blue Collar,2017-12-06,74959.75,married,secondary,yes,no,unknown,unknown,no,A03579
3580,Della Jensen,Male,61.0,Nevada,Blue Collar,2017-12-06,16778.43,divorced,tertiary,no,no,cellular,unknown,no,A03580
3581,Bethany Pena,Male,51.0,Nevada,Blue Collar,2017-12-06,75917.55,married,tertiary,yes,no,unknown,unknown,no,A03581
3582,Sonya Mullins,Male,49.0,Nevada,Blue Collar,2017-12-06,1519.34,married,tertiary,yes,no,unknown,unknown,no,A03582
3583,Kyle Carr,Male,48.0,Nevada,Other,2017-12-06,97812.03,married,tertiary,yes,no,unknown,unknown,no,A03583
3584,Lula Daniels,Female,36.0,California,White Collar,2017-12-07,13346.21,single,tertiary,yes,no,unknown,unknown,no,A03584
3585,Christina Fuller,Male,51.0,California,White Collar,2017-12-07,54658.81,married,secondary,yes,no,telephone,failure,no,A03585
3586,Lynette Brewer,Female,31.0,California,White Collar,2017-12-07,122948.43,married,secondary,yes,yes,unknown,unknown,no,A03586
3587,Sandra Floyd,Female,35.0,California,White Collar,2017-12-07,13575.79,married,secondary,no,no,cellular,success,yes,A03587
3588,Eddie Green,Male,28.0,California,White Collar,2017-12-07,28264.49,married,tertiary,no,no,cellular,unknown,no,A03588
3589,Shari Silva,Female,40.0,California,Blue Collar,2017-12-07,170324.69,single,secondary,no,no,cellular,other,no,A03589
3590,Sandra Floyd,Female,34.0,California,Blue Collar,2017-12-07,83138.96,married,unknown,no,no,cellular,success,yes,A03590
3591,Mable Lindsey,Male,39.0,California,White Collar,2017-12-07,20930.69,married,tertiary,no,no,unknown,unknown,no,A03591
3592,Marian Hill,Female,41.0,California,White Collar,2017-12-07,123674.42,married,secondary,yes,no,cellular,unknown,no,A03592
3593,Tracy Reed,Male,31.0,California,White Collar,2017-12-07,15292.75,married,secondary,yes,no,unknown,unknown,no,A03593
3594,Marion Glover,Male,42.0,California,White Collar,2017-12-07,106296.13,single,primary,yes,no,cellular,success,no,A03594
3595,Billie Chandler,Female,36.0,California,Blue Collar,2017-12-07,108548.25,married,secondary,yes,yes,unknown,unknown,no,A03595
3596,Trevor Jones,Male,31.0,California,White Collar,2017-12-07,36677.39,single,secondary,no,no,unknown,unknown,no,A03596
3597,Don Gonzales,Female,37.0,California,White Collar,2017-12-07,47942.51,married,secondary,yes,no,cellular,unknown,no,A03597
3598,Robert Munoz,Female,33.0,California,White Collar,2017-12-07,22746.6,married,primary,no,no,unknown,unknown,no,A03598
3599,Austin Reynolds,Male,26.0,California,White Collar,2017-12-07,42320.4,married,secondary,yes,no,cellular,unknown,no,A03599
3600,Rachel Gomez,Male,39.0,California,White Collar,2017-12-07,23626.54,married,primary,no,no,unknown,unknown,no,A03600
3601,Cassandra Franklin,Male,33.0,California,White Collar,2017-12-07,109397.09,married,secondary,no,no,cellular,unknown,no,A03601
3602,Rachel Gomez,Male,27.0,California,Blue Collar,2017-12-07,21792.54,married,secondary,yes,no,unknown,unknown,no,A03602
3603,Lee Mack,Male,40.0,California,White Collar,2017-12-07,27193.19,married,secondary,yes,no,unknown,unknown,no,A03603
3604,Elbert Klein,Female,46.0,Nevada,Other,2017-12-07,65231.3,married,secondary,yes,no,cellular,unknown,no,A03604
3605,Peter Hodges,Female,49.0,Nevada,Other,2017-12-07,71289.48,married,tertiary,no,no,cellular,unknown,no,A03605
3606,Cassandra Franklin,Male,60.0,Nevada,Other,2017-12-07,96078.73,single,tertiary,no,no,cellular,unknown,no,A03606
3607,Rachel Gomez,Female,46.0,Nevada,Other,2017-12-07,118803.49,married,secondary,yes,no,unknown,unknown,no,A03607
3608,Cassandra Franklin,Female,57.0,Nevada,White Collar,2017-12-07,39990.28,married,secondary,no,no,telephone,failure,no,A03608
3609,Patty Thompson,Male,39.0,Nevada,Other,2017-12-07,111604.46,married,tertiary,no,no,unknown,unknown,no,A03609
3610,Della Jensen,Male,33.0,Nevada,Blue Collar,2017-12-07,68387.16,married,tertiary,yes,no,unknown,unknown,no,A03610
3611,Isabel Cross,Female,48.0,Nevada,Other,2017-12-07,94760.25,divorced,secondary,yes,no,unknown,unknown,no,A03611
3612,Rachel Gomez,Female,56.0,Nevada,Blue Collar,2017-12-07,48942.45,single,secondary,yes,no,cellular,unknown,no,A03612
3613,Ernest Davis,Female,34.0,California,White Collar,2017-12-08,44158.69,divorced,tertiary,no,no,cellular,other,no,A03613
3614,Don Gonzales,Female,42.0,California,White Collar,2017-12-08,49710.99,married,secondary,no,no,unknown,unknown,no,A03614
3615,Sylvester Morales,Male,36.0,California,White Collar,2017-12-08,47204.55,divorced,tertiary,no,no,cellular,unknown,no,A03615
3616,Edwin Malone,Male,41.0,California,White Collar,2017-12-08,37183.27,single,secondary,no,no,cellular,unknown,no,A03616
3617,Kyle Carr,Male,45.0,Nevada,White Collar,2017-12-08,133617.85,single,tertiary,no,no,cellular,unknown,no,A03617
3618,Peter Hodges,Female,49.0,Nevada,Other,2017-12-08,57383.45,married,secondary,no,no,cellular,unknown,no,A03618
3619,Della Jensen,Male,48.0,Nevada,Other,2017-12-08,65267.54,married,secondary,no,no,cellular,unknown,no,A03619
3620,Isabel Cross,Male,44.0,Nevada,Blue Collar,2017-12-08,97548.57,married,primary,yes,no,unknown,unknown,no,A03620
3621,Brooke Horton,Male,28.0,California,Blue Collar,2017-12-09,10069.45,divorced,secondary,no,yes,cellular,unknown,no,A03621
3622,Charlie Wood,Female,26.0,California,White Collar,2017-12-09,34174.01,married,tertiary,yes,no,unknown,unknown,no,A03622
3623,Don Gonzales,Female,54.0,Nevada,Other,2017-12-09,64483.04,single,tertiary,no,no,cellular,unknown,no,A03623
3624,Eddie Green,Male,48.0,Nevada,White Collar,2017-12-09,106305.79,married,primary,yes,no,cellular,unknown,no,A03624
3625,Cecilia Manning,Male,43.0,Nevada,Blue Collar,2017-12-09,44450.45,married,tertiary,yes,no,cellular,failure,no,A03625
3626,Drew Rogers,Male,52.0,Nevada,Other,2017-12-09,20331.16,married,secondary,yes,no,cellular,unknown,no,A03626
3627,Marian Hill,Male,30.0,California,White Collar,2017-12-10,70968.79,married,secondary,yes,yes,cellular,other,no,A03627
3628,Sonya Mullins,Male,33.0,California,White Collar,2017-12-10,29985.51,married,secondary,no,yes,cellular,unknown,no,A03628
3629,Eric Rose,Male,21.0,California,White Collar,2017-12-10,32988.27,married,secondary,yes,no,telephone,unknown,no,A03629
